tweet_id,retweet_count,favorite_count
730924654643314689,1968,6138
730573383004487680,2125,4900
730427201120833536,1047,3485
730211855403241472,1058,3806
730196704625098752,1901,4853
729854734790754305,1126,4030
729838605770891264,381,1728
729823566028484608,1243,3972
729463711119904772,2313,5792
729113531270991872,322,1877
728986383096946689,818,3140
728760639972315136,1694,4678
728751179681943552,680,2769
728653952833728512,1033,3305
728409960103686147,2000,4908
728387165835677696,958,3688
728046963732717569,1196,4295
728035342121635841,1661,4562
728015554473250816,1102,4103
727685679342333952,639,2952
727644517743104000,1745,5881
727524757080539137,1217,4467
727314416056803329,742,3332
727286334147182592,809,3039
727175381690781696,1379,3901
727155742655025152,1329,3629
726935089318363137,2450,6872
726887082820554753,1518,3832
726828223124897792,1001,3558
726224900189511680,1143,4417
725842289046749185,2665,7068
725786712245440512,1365,4155
725729321944506368,1776,5200
725458796924002305,614,1410
724983749226668032,1307,3715
724771698126512129,636,2350
724405726123311104,1642,5258
724049859469295616,1767,4313
724046343203856385,555,2652
724004602748780546,1548,4166
723912936180330496,1231,3880
723688335806480385,2933,7665
723673163800948736,885,3009
723179728551723008,1861,5292
722974582966214656,1559,4087
722613351520608256,1629,4965
721503162398597120,1842,4606
721001180231503872,608,2515
720785406564900865,764,3110
720775346191278080,663,2466
720415127506415616,1494,4124
720389942216527872,2499,6369
720340705894408192,971,2868
720059472081784833,1112,3860
720043174954147842,2000,4895
719991154352222208,1735,4827
719704490224398336,1425,4527
719551379208073216,1904,5055
719367763014393856,739,2792
719339463458033665,1230,4418
719332531645071360,949,3421
718971898235854848,1073,3478
718939241951195136,1752,5232
718631497683582976,8011,18818
718613305783398402,480,2428
718540630683709445,1011,2445
718460005985447936,523,2695
718454725339934721,1502,4844
718246886998687744,501,1921
718234618122661888,991,3857
717841801130979328,604,2460
717790033953034240,1110,2872
717537687239008257,1850,5773
717428917016076293,451,1618
717421804990701568,842,3157
717047459982213120,1926,6284
717009362452090881,961,3248
716802964044845056,1169,4279
716791146589110272,1569,8130
716730379797970944,424,1231
716447146686459905,5848,13040
716439118184652801,207,2369
716285507865542656,1057,2760
716080869887381504,1902,6731
715928423106027520,878,3188
715758151270801409,1435,3718
715733265223708672,1680,4645
715704790270025728,562,2795
715696743237730304,1286,3900
715680795826982913,1609,4301
715360349751484417,1564,5462
715342466308784130,688,3036
715220193576927233,647,2417
715200624753819648,1877,5126
715009755312439296,1223,4154
714982300363173890,1033,3724
714962719905021952,4250,7332
714957620017307648,1403,4117
714631576617938945,993,3276
714606013974974464,926,3626
714485234495041536,1123,2682
714258258790387713,716,3034
714251586676113411,829,3278
714214115368108032,870,2271
714141408463036416,1396,4305
713919462244790272,784,3293
713909862279876608,534,1902
713900603437621249,741,2837
713761197720473600,1375,4867
713411074226274305,1293,4428
713177543487135744,2826,7207
713175907180089344,1470,4456
712809025985978368,6676,18512
712717840512598017,4974,12321
712668654853337088,1210,4169
712438159032893441,1561,5320
712309440758808576,25,244
712097430750289920,1028,3781
712092745624633345,883,2939
712085617388212225,484,3263
712065007010385924,622,2264
711998809858043904,125,0
711968124745228288,2293,8059
711743778164514816,979,2836
711732680602345472,4102,8834
711694788429553666,18288,32819
711652651650457602,909,3853
711363825979756544,1135,3653
711306686208872448,732,3313
711008018775851008,611,2996
710997087345876993,1381,4562
710844581445812225,689,2541
710833117892898816,533,2676
710658690886586372,557,2311
710609963652087808,2374,4795
710588934686908417,1861,4532
710296729921429505,735,2375
710283270106132480,517,2148
710272297844797440,1244,4529
710269109699739648,1120,2393
710153181850935296,884,2908
710140971284037632,871,2760
710117014656950272,1990,5496
709918798883774466,1077,3480
709901256215666688,99,668
709852847387627521,1199,3525
709566166965075968,1204,3551
709556954897764353,1068,3294
709519240576036864,236,1493
709449600415961088,567,2228
709409458133323776,684,2616
709225125749587968,570,2405
709207347839836162,5791,12552
709198395643068416,641,2427
709179584944730112,666,2004
709158332880297985,413,2030
709042156699303936,1627,4739
708853462201716736,657,1798
708845821941387268,897,2986
708834316713893888,497,1682
708810915978854401,6915,16486
708738143638450176,804,2740
708711088997666817,717,2542
708479650088034305,679,2551
708469915515297792,808,3093
708400866336894977,10074,15984
708356463048204288,1314,3583
708349470027751425,738,2342
708149363256774660,1547,4276
708130923141795840,849,3392
708119489313951744,978,2689
708109389455101952,547,1951
708026248782585858,1923,4381
707995814724026368,1119,3131
707983188426153984,2,51
707969809498152960,963,2704
707776935007539200,953,3285
707741517457260545,613,2485
707738799544082433,2458,4083
707693576495472641,994,3416
707629649552134146,875,2575
707610948723478529,6352,16990
707420581654872064,696,2276
707411934438625280,597,2297
707387676719185920,1287,3494
707377100785885184,1087,3280
707315916783140866,638,2472
707297311098011648,783,2771
707059547140169728,671,2593
707038192327901184,789,2188
707021089608753152,1356,4078
707014260413456384,596,2319
706904523814649856,7848,14581
706901761596989440,591,2060
706681918348251136,970,3305
706644897839910912,1088,2577
706593038911545345,631,2158
706538006853918722,1424,3474
706516534877929472,1030,3104
706346369204748288,927,3452
706310011488698368,7913,21327
706291001778950144,475,1698
706265994973601792,934,2740
706169069255446529,2212,3906
706166467411222528,1599,5162
706153300320784384,383,1482
705975130514706432,732,3102
705970349788291072,891,3168
705898680587526145,549,2364
705786532653883392,519,1941
705591895322394625,1151,3168
705475953783398401,914,2960
705442520700944385,1622,4429
705428427625635840,1684,3811
705239209544720384,746,3006
705223444686888960,797,2591
705102439679201280,516,2147
705066031337840642,617,2183
704871453724954624,1114,4274
704859558691414016,541,2256
704847917308362754,1524,5082
704819833553219584,987,2646
704761120771465216,2911,6634
704499785726889984,1015,2926
704491224099647488,78,753
704480331685040129,1063,3396
704364645503647744,3552,8008
704347321748819968,351,1578
704134088924532736,458,1507
704113298707505153,570,1847
704054845121142784,913,2927
703774238772166656,460,1839
703769065844768768,1140,3280
703631701117943808,678,2584
703611486317502464,1525,3859
703425003149250560,1363,3812
703407252292673536,693,2444
703382836347330562,1145,3516
703356393781329922,381,1919
703268521220972544,547,1974
703079050210877440,3081,7402
703041949650034688,12497,26380
702932127499816960,728,2586
702899151802126337,452,1616
702684942141153280,1075,3226
702671118226825216,556,2203
702598099714314240,3431,12240
702539513671897089,961,2883
702332542343577600,1546,3190
702321140488925184,1044,3277
702276748847800320,763,2464
702217446468493312,1333,4782
701981390485725185,990,3455
701952816642965504,1022,3846
701889187134500865,1386,3556
701805642395348998,1677,3421
701601587219795968,452,2091
701570477911896070,923,2817
701545186879471618,610,2662
701214700881756160,5099,12216
700890391244103680,567,2214
700864154249383937,621,2599
700847567345688576,501,2459
700796979434098688,939,2441
700747788515020802,9323,22863
700518061187723268,795,2618
700505138482569216,574,2298
700462010979500032,1786,4133
700167517596164096,733,2630
700151421916807169,673,2239
700143752053182464,2719,7540
700062718104104960,690,2658
700029284593901568,585,2077
700002074055016451,1342,3328
699801817392291840,955,3063
699788877217865730,508,2237
699779630832685056,1230,2749
699775878809702401,604,1965
699691744225525762,4616,10292
699446877801091073,2613,5959
699434518667751424,515,2169
699423671849451520,325,1366
699413908797464576,623,2084
699370870310113280,444,1890
699323444782047232,859,3163
699088579889332224,633,2252
699079609774645248,655,2456
699072405256409088,1193,2988
699060279947165696,1801,3765
699036661657767936,1200,2612
698989035503689728,971,3350
698953797952008193,898,2694
698907974262222848,625,2548
698710712454139905,682,2471
698703483621523456,378,1447
698635131305795584,339,1299
698549713696649216,624,2333
698355670425473025,449,1862
698342080612007937,953,2269
698262614669991936,2000,4755
698195409219559425,5964,16772
698178924120031232,737,2812
697995514407682048,332,1519
697990423684476929,1299,3293
697943111201378304,682,2398
697881462549430272,1180,3016
697630435728322560,541,1750
697616773278015490,1013,3177
697596423848730625,1262,3025
697575480820686848,498,2041
697516214579523584,1116,2061
697482927769255936,674,2420
697463031882764288,1399,3426
697270446429966336,1878,4698
697259378236399616,1007,3303
697255105972801536,1164,3042
697242256848379904,670,2518
696900204696625153,1018,3183
696894894812565505,675,2346
696886256886657024,1805,4871
696877980375769088,711,2442
696754882863349760,360,1482
696744641916489729,939,2067
696713835009417216,652,2371
696518437233913856,1704,3912
696490539101908992,141,1221
696488710901260288,1018,2541
696405997980676096,1155,3211
696100768806522880,654,1938
695816827381944320,1168,3020
695794761660297217,768,3164
695767669421768709,746,1868
695629776980148225,2100,4565
695446424020918272,1810,4401
695409464418041856,3574,8676
695314793360662529,1454,3632
695095422348574720,614,2639
695074328191332352,1099,2851
695064344191721472,590,1603
695051054296211456,787,2669
694925794720792577,916,2703
694905863685980160,937,2757
694669722378485760,14402,35856
694356675654983680,287,1504
694352839993344000,615,2041
694342028726001664,482,1576
694329668942569472,499,2013
694206574471057408,2032,4167
694183373896572928,924,2954
694001791655137281,1023,3409
693993230313091072,402,1882
693942351086120961,369,1744
693647888581312512,585,2684
693644216740769793,123,1346
693642232151285760,410,2542
693629975228977152,794,2443
693622659251335168,376,1542
693590843962331137,1955,5063
693582294167244802,253,1648
693486665285931008,635,1782
693280720173801472,1234,3351
693267061318012928,811,2380
693262851218264065,497,2220
693231807727280129,735,2871
693155686491000832,3212,7883
693109034023534592,612,1719
693095443459342336,463,1861
692919143163629568,753,2681
692905862751522816,864,2430
692901601640583168,600,1772
692894228850999298,808,2273
692828166163931137,881,2878
692752401762250755,3637,6833
692568918515392513,1533,4367
692535307825213440,1364,3184
692530551048294401,416,1836
692423280028966913,227,1486
692417313023332352,3467,9365
692187005137076224,821,2528
692158366030913536,790,2152
692142790915014657,394,1652
692041934689402880,1272,3409
692017291282812928,957,2885
691820333922455552,1663,3963
691793053716221953,4229,8154
691756958957883396,1002,2871
691675652215414786,508,1961
691483041324204033,564,2400
691459709405118465,1139,4056
691444869282295808,847,2658
691416866452082688,7627,19354
691321916024623104,660,2568
691096613310316544,878,2964
691090071332753408,335,1721
690989312272396288,2869,5916
690959652130045952,1252,3588
690938899477221376,1965,4102
690932576555528194,1022,3291
690735892932222976,1272,3786
690728923253055490,514,2182
690690673629138944,816,2339
690649993829576704,280,1305
690607260360429569,17,294
690597161306841088,602,1957
690400367696297985,454,1889
690374419777196032,850,3253
690360449368465409,878,2675
690348396616552449,517,1516
690248561355657216,415,1678
690021994562220032,1031,2800
690015576308211712,729,2499
690005060500217858,1686,3668
689999384604450816,368,1423
689993469801164801,449,1464
689977555533848577,448,1374
689905486972461056,700,2438
689877686181715968,1164,3038
689835978131935233,742,2169
689661964914655233,928,3220
689659372465688576,3874,10394
689623661272240129,638,2230
689599056876867584,5529,11673
689557536375177216,456,2046
689517482558820352,1427,3406
689289219123089408,940,2262
689283819090870273,1102,3277
689280876073582592,712,1982
689275259254616065,243,1148
689255633275777024,1081,2559
689154315265683456,1005,3082
689143371370250240,513,2023
688916208532455424,872,2732
688908934925697024,770,2121
688898160958271489,783,2097
688894073864884227,691,2245
688828561667567616,371,1383
688804835492233216,191,964
688789766343622656,663,2219
688547210804498433,700,2608
688519176466644993,726,2319
688385280030670848,4478,9306
688211956440801280,828,2248
688179443353796608,583,2141
688116655151435777,775,2836
688064179421470721,361,1738
687841446767013888,2511,5486
687826841265172480,1119,2751
687818504314159109,944,2494
687807801670897665,717,2402
687732144991551489,667,1767
687704180304273409,844,2431
687664829264453632,509,1943
687494652870668288,575,1900
687480748861947905,241,1599
687476254459715584,531,1993
687460506001633280,541,2065
687399393394311168,618,1901
687317306314240000,9174,20192
687312378585812992,1901,4362
687127927494963200,2274,5454
687124485711986689,503,2170
687109925361856513,2458,5805
687102708889812993,980,2347
687096057537363968,600,2249
686947101016735744,3186,8648
686760001961103360,1385,3522
686749460672679938,1448,3475
686730991906516992,1196,4147
686683045143953408,804,2825
686618349602762752,1363,3715
686606069955735556,543,1888
686394059078897668,687,1743
686386521809772549,880,3261
686377065986265092,569,2215
686358356425093120,668,2187
686286779679375361,1659,4011
686050296934563840,726,2222
686035780142297088,116,1152
686034024800862208,1142,3096
686007916130873345,413,2496
686003207160610816,626,1835
685973236358713344,523,2102
685943807276412928,593,1634
685906723014619143,2892,7524
685681090388975616,124,2038
685667379192414208,564,2366
685663452032069632,1459,3244
685641971164143616,781,2942
685547936038666240,15662,33002
685532292383666176,1159,3034
685325112850124800,3967,9483
685321586178670592,641,2661
685315239903100929,1050,3332
685307451701334016,444,2077
685268753634967552,1196,3110
685198997565345792,667,2349
685169283572338688,1428,4124
684969860808454144,369,2391
684959798585110529,3124,6838
684940049151070208,1046,3222
684926975086034944,460,3502
684914660081053696,1453,3515
684902183876321280,530,1882
684880619965411328,815,2102
684830982659280897,21680,35111
684800227459624960,1008,2741
684594889858887680,3504,8925
684588130326986752,1408,4122
684567543613382656,1213,3025
684538444857667585,949,2651
684481074559381504,1166,3896
684460069371654144,559,1981
684241637099323392,3288,8155
684225744407494656,209,1230
684222868335505415,1373,3827
684200372118904832,1036,2158
684195085588783105,511,1918
684188786104872960,1172,3495
684177701129875456,663,2016
684147889187209216,1515,2994
684122891630342144,467,2012
684097758874210310,1430,4125
683857920510050305,1124,3803
683852578183077888,345,1937
683849932751646720,967,2608
683834909291606017,1111,2626
683828599284170753,1064,2799
683773439333797890,1354,3356
683742671509258241,3311,6498
683515932363329536,2904,7345
683498322573824003,961,3184
683481228088049664,994,2651
683462770029932544,673,2425
683449695444799489,1605,3904
683391852557561860,2401,7645
683357973142474752,914,2919
683142553609318400,1044,2875
683111407806746624,912,3407
683098815881154561,658,2169
683078886620553216,564,1990
683030066213818368,738,2170
682962037429899265,16587,36891
682808988178739200,169,1792
682788441537560576,1109,2487
682750546109968385,441,1520
682697186228989953,357,1324
682662431982772225,1078,3061
682638830361513985,599,2073
682429480204398592,1156,3438
682406705142087680,1770,7576
682393905736888321,670,2230
682389078323662849,462,1657
682303737705140231,978,3062
682259524040966145,1205,4145
682242692827447297,1165,3253
682088079302213632,9871,18268
682059653698686977,1681,4951
682047327939461121,935,3201
682032003584274432,2011,6582
682003177596559360,1530,3140
681981167097122816,1031,2812
681891461017812993,817,2469
681694085539872773,4055,12802
681679526984871937,439,1776
681654059175129088,921,2640
681610798867845120,465,1915
681579835668455424,1302,3559
681523177663676416,5759,14321
681340665377193984,277,1643
681339448655802368,4087,9301
681320187870711809,742,2648
681302363064414209,1812,3936
681297372102656000,951,3215
681281657291280384,1095,3231
681261549936340994,269,1459
681242418453299201,527,1485
681231109724700672,486,2409
681193455364796417,1482,3697
680970795137544192,655,2428
680959110691590145,2005,4586
680940246314430465,1050,3208
680934982542561280,435,2090
680913438424612864,622,2411
680889648562991104,362,1765
680836378243002368,1317,3469
680805554198020098,661,2155
680801747103793152,813,2379
680798457301471234,1028,2852
680609293079592961,699,2644
680583894916304897,1330,3628
680497766108381184,1910,4238
680494726643068929,482,1718
680473011644985345,740,2549
680440374763077632,497,1447
680221482581123072,292,1467
680206703334408192,1171,2831
680191257256136705,500,2145
680176173301628928,1543,3890
680161097740095489,734,2330
680145970311643136,1739,3621
680130881361686529,939,2296
680115823365742593,902,2723
680100725817409536,1375,3572
680085611152338944,8969,12792
680070545539371008,868,2581
679877062409191424,647,1986
679872969355714560,659,2183
679862121895714818,619,2454
679854723806179328,1225,2851
679844490799091713,762,2364
679828447187857408,13961,36247
679777920601223168,1099,3093
679736210798047232,786,2099
679729593985699840,818,2164
679722016581222400,462,1667
679530280114372609,2072,4794
679527802031484928,717,2635
679511351870550016,1260,3365
679503373272485890,1464,3160
679475951516934144,633,2081
679462823135686656,18727,31510
679405845277462528,1199,2367
679158373988876288,8001,21242
679148763231985668,1021,2773
679132435750195208,1144,2960
679111216690831360,2564,5948
679062614270468097,8037,16900
679047485189439488,661,2239
679001094530465792,1214,2804
678991772295516161,1155,2291
678969228704284672,455,1646
678800283649069056,893,2558
678798276842360832,1154,3439
678774928607469569,899,2795
678767140346941444,1347,3506
678764513869611008,468,1626
678755239630127104,3256,7077
678740035362037760,1662,3741
678708137298427904,2405,5562
678675843183484930,1450,2841
678643457146150913,404,2043
678446151570427904,1528,3979
678424312106393600,2522,5442
678410210315247616,1790,4193
678399652199309312,31487,78711
678396796259975168,410,1589
678389028614488064,421,1862
678380236862578688,905,2420
678341075375947776,534,1724
678334497360859136,251,1298
678278586130948096,6023,11351
678255464182861824,361,1579
678023323247357953,375,1904
678021115718029313,6270,13570
677961670166224897,1665,3395
677918531514703872,404,1342
677895101218201600,2047,4806
677716515794329600,967,3032
677700003327029250,1428,3358
677698403548192770,317,1222
677687604918272002,844,2470
677673981332312066,1488,3310
677662372920729601,948,1932
677644091929329666,789,1833
677573743309385728,697,2114
677565715327688705,458,1288
677557565589463040,1133,2422
677547928504967168,3622,6874
677530072887205888,224,1054
677335745548390400,1756,3025
677334615166730240,281,1333
677331501395156992,233,1077
677328882937298944,1483,3600
677314812125323265,523,1627
677301033169788928,396,1228
677269281705472000,698,1970
677228873407442944,1624,3517
677187300187611136,907,2719
676975532580409345,1051,2746
676957860086095872,798,2218
676949632774234114,390,1293
676948236477857792,849,2152
676946864479084545,363,1713
676942428000112642,739,2049
676936541936185344,4850,12580
676916996760600576,1783,2944
676897532954456065,709,2219
676864501615042560,698,2080
676821958043033607,15360,22664
676819651066732545,654,1793
676811746707918848,416,1403
676776431406465024,1994,4940
676617503762681856,948,2855
676613908052996102,197,1069
676606785097199616,428,1865
676603393314578432,375,1143
676593408224403456,2129,4519
676590572941893632,120,902
676588346097852417,770,2284
676582956622721024,272,1184
676575501977128964,1100,2551
676533798876651520,547,1845
676496375194980353,522,1503
676470639084101634,4595,11447
676440007570247681,652,1694
676430933382295552,340,1381
676263575653122048,533,2057
676237365392908289,282,1198
676219687039057920,30546,75310
676215927814406144,563,1718
676191832485810177,1013,2246
676146341966438401,647,1885
676121918416756736,1141,2134
676101918813499392,1143,2783
676098748976615425,1400,2958
676089483918516224,427,1288
675898130735476737,561,1586
675891555769696257,836,2092
675888385639251968,937,2341
675878199931371520,1373,4110
675870721063669760,554,1599
675853064436391936,1266,2646
675849018447167488,141,925
675845657354215424,860,2231
675822767435051008,524,1490
675820929667219457,230,1031
675798442703122432,3343,10075
675781562965868544,457,1602
675740360753160193,335,1146
675710890956750848,796,1853
675707330206547968,667,1936
675706639471788032,93,630
675534494439489536,403,1787
675531475945709568,372,1160
675522403582218240,282,1020
675517828909424640,454,1265
675501075957489664,5698,16832
675497103322386432,1261,3078
675489971617296384,582,1265
675483430902214656,960,1810
675432746517426176,554,1489
675372240448454658,503,1655
675362609739206656,226,1026
675354435921575936,16424,31912
675349384339542016,2213,3838
675334060156301312,1252,2716
675166823650848770,1552,3516
675153376133427200,2517,6134
675149409102012420,1636,3668
675147105808306176,228,920
675146535592706048,291,1159
675145476954566656,872,2092
675135153782571009,472,1274
675113801096802304,765,1909
675111688094527488,245,941
675109292475830276,1104,2737
675047298674663426,318,1041
675015141583413248,1155,2649
675006312288268288,218,961
675003128568291329,455,1529
674999807681908736,1077,2198
674805413498527744,344,842
674800520222154752,830,2945
674793399141146624,1062,2458
674790488185167872,242,1078
674788554665512960,202,799
674781762103414784,1160,1953
674774481756377088,455,1091
674767892831932416,760,1790
674764817387900928,230,777
674754018082705410,432,1335
674752233200820224,450,1428
674743008475090944,534,1368
674742531037511680,49,473
674739953134403584,376,1074
674737130913071104,85,631
674690135443775488,458,1119
674670581682434048,630,1568
674664755118911488,245,894
674646392044941312,477,1401
674644256330530816,261,1009
674638615994089473,560,1646
674632714662858753,558,1465
674606911342424069,95,918
674468880899788800,1973,6066
674447403907457024,346,1036
674436901579923456,380,1090
674422304705744896,526,1398
674416750885273600,133,669
674410619106390016,448,1167
674394782723014656,554,1472
674372068062928900,305,829
674330906434379776,72,549
674318007229923329,506,1375
674307341513269249,6751,11056
674291837063053312,5683,14335
674271431610523648,710,1529
674269164442398721,223,887
674265582246694913,814,1598
674262580978937856,438,1273
674255168825880576,526,1431
674082852460433408,163,741
674075285688614912,274,962
674063288070742018,2130,6198
674053186244734976,1249,3213
674051556661161984,472,1412
674045139690631169,619,1372
674042553264685056,122,704
674038233588723717,402,1072
674036086168010753,202,831
674024893172875264,1182,1728
674019345211760640,293,1095
674014384960745472,614,1517
674008982932058114,339,1164
673956914389192708,922,1899
673919437611909120,360,1135
673906403526995968,1578,3100
673887867907739649,246,910
673716320723169284,722,3001
673715861853720576,1992,3444
673711475735838725,291,1009
673709992831262724,263,814
673708611235921920,275,1046
673707060090052608,378,1068
673705679337693185,394,1222
673700254269775872,547,1393
673697980713705472,1904,3866
673689733134946305,623,1689
673688752737402881,478,1228
673686845050527744,421,1402
673680198160809984,450,1332
673662677122719744,355,1216
673656262056419329,231,697
673636718965334016,347,1074
673612854080196609,698,1561
673583129559498752,346,1159
673580926094458881,264,808
673576835670777856,544,1348
673363615379013632,293,995
673359818736984064,653,1407
673355879178194945,556,1459
673352124999274496,523,1614
673350198937153538,203,728
673345638550134785,1219,2432
673343217010679808,260,941
673342308415348736,556,1236
673320132811366400,7617,13053
673317986296586240,246,853
673295268553605120,3063,7290
673270968295534593,348,1037
673240798075449344,700,1386
673213039743795200,815,2179
673148804208660480,606,1643
672997845381865473,691,1906
672995267319328768,278,921
672988786805112832,280,960
672984142909456390,525,1223
672980819271634944,976,1766
672975131468300288,874,1628
672970152493887488,344,922
672968025906282496,522,1284
672964561327235073,619,1382
672902681409806336,480,1325
672898206762672129,409,881
672884426393653248,811,1503
672877615439593473,341,1002
672834301050937345,543,1279
672828477930868736,474,1223
672640509974827008,304,947
672622327801233409,467,1249
672614745925664768,556,1189
672609152938721280,375,1083
672604026190569472,384,1083
672594978741354496,590,1299
672591762242805761,326,928
672591271085670400,177,702
672538107540070400,350,1004
672523490734551040,161,612
672488522314567680,419,1075
672482722825261057,573,1097
672481316919734272,123,700
672475084225949696,677,1400
672466075045466113,513,1316
672272411274932228,3240,6259
672267570918129665,597,1449
672264251789176834,323,1103
672256522047614977,1479,2738
672254177670729728,712,1390
672248013293752320,581,1686
672245253877968896,149,666
672239279297454080,312,870
672231046314901505,967,1776
672222792075620352,204,760
672205392827572224,1113,2190
672169685991993344,351,993
672160042234327040,342,847
672139350159835138,667,1694
672125275208069120,1099,2316
672095186491711488,357,972
672082170312290304,353,910
672068090318987265,499,1254
671896809300709376,4019,8244
671891728106971137,559,1281
671882082306625538,1341,3360
671879137494245376,641,1366
671874878652489728,526,1211
671866342182637568,472,1084
671855973984772097,420,872
671789708968640512,3348,6845
671768281401958400,481,1155
671763349865160704,874,1619
671744970634719232,733,1309
671743150407421952,228,726
671735591348891648,726,1396
671729906628341761,4190,8234
671561002136281088,6966,12390
671550332464455680,202,880
671547767500775424,572,1302
671544874165002241,1012,1906
671542985629241344,542,1056
671538301157904385,372,904
671536543010570240,388,1132
671533943490011136,555,989
671528761649688577,248,816
671520732782923777,511,1349
671518598289059840,284,922
671511350426865664,680,1546
671504605491109889,3419,6771
671497587707535361,430,888
671488513339211776,459,974
671486386088865792,189,562
671485057807351808,227,735
671390180817915904,718,1399
671362598324076544,287,1072
671357843010908160,147,388
671355857343524864,114,471
671347597085433856,414,927
671186162933985280,204,710
671182547775299584,324,1085
671166507850801152,330,848
671163268581498880,1056,1599
671159727754231808,78,358
671154572044468225,210,687
671151324042559489,148,647
671147085991960577,206,647
671141549288370177,632,1112
671138694582165504,386,894
671134062904504320,184,721
671122204919246848,2424,3376
671115716440031232,749,1329
671109016219725825,419,1110
670995969505435648,283,1080
670842764863651840,8368,23877
670840546554966016,185,567
670838202509447168,669,1080
670833812859932673,118,427
670832455012716544,208,712
670826280409919488,3906,5344
670823764196741120,181,752
670822709593571328,91,589
670815497391357952,1484,3072
670811965569282048,261,1092
670807719151067136,472,1126
670804601705242624,919,1895
670803562457407488,84,332
670797304698376195,230,714
670792680469889025,264,801
670789397210615808,227,643
670786190031921152,195,584
670783437142401025,372,802
670782429121134593,739,1509
670780561024270336,279,766
670778058496974848,71,321
670764103623966721,403,1045
670755717859713024,106,427
670733412878163972,495,929
670727704916926465,344,801
670717338665226240,468,1158
670704688707301377,357,752
670691627984359425,231,577
670679630144274432,272,729
670676092097810432,40,241
670668383499735048,4820,10339
670474236058800128,712,1462
670468609693655041,84,347
670465786746662913,527,942
670452855871037440,196,531
670449342516494336,629,1161
670444955656130560,1904,6511
670442337873600512,191,628
670435821946826752,494,1022
670434127938719744,619,1358
670433248821026816,106,319
670428280563085312,593,1340
670427002554466305,153,507
670421925039075328,608,1263
670420569653809152,302,604
670417414769758208,309,553
670411370698022913,851,1957
670408998013820928,212,540
670403879788544000,146,413
670385711116361728,195,547
670374371102445568,259,728
670361874861563904,63,320
670338931251150849,103,416
670319130621435904,1171,3762
670303360680108032,126,418
670290420111441920,271,678
670093938074779648,317,993
670086499208155136,244,677
670079681849372674,1174,2154
670073503555706880,756,1518
670069087419133954,226,602
670061506722140161,319,737
670055038660800512,317,646
670046952931721218,165,625
670040295598354432,106,730
670037189829525505,261,574
670003130994700288,88,321
669993076832759809,81,314
669972011175813120,149,426
669970042633789440,56,294
669942763794931712,155,489
669926384437997569,95,364
669923323644657664,53,228
669753178989142016,379,782
669749430875258880,63,255
669684865554620416,87,498
669683899023405056,105,379
669682095984410625,129,345
669680153564442624,273,648
669661792646373376,413,786
669625907762618368,1747,3424
669603084620980224,348,921
669597912108789760,145,501
669583744538451968,888,1447
669573570759163904,134,424
669571471778410496,978,1550
669567591774625800,53,228
669564461267722241,119,375
669393256313184256,71,349
669375718304980992,699,1287
669371483794317312,171,480
669367896104181761,145,447
669363888236994561,219,603
669359674819481600,116,361
669354382627049472,1232,2616
669353438988365824,252,610
669351434509529089,173,420
669328503091937280,403,986
669327207240699904,114,561
669324657376567296,200,484
669216679721873412,393,1157
669214165781868544,154,426
669203728096960512,457,975
669037058363662336,298,633
669015743032369152,360,722
669006782128353280,238,560
669000397445533696,6123,20232
668994913074286592,219,426
668992363537309700,328,724
668989615043424256,318,658
668988183816871936,446,876
668986018524233728,160,537
668981893510119424,291,521
668979806671884288,334,770
668975677807423489,557,1257
668967877119254528,22,141
668960084974809088,232,684
668955713004314625,68,268
668932921458302977,55,255
668902994700836864,97,309
668892474547511297,144,386
668872652652679168,290,509
668852170888998912,152,437
668826086256599040,130,423
668815180734689280,255,544
668779399630725120,353,684
668655139528511488,211,509
668645506898350081,511,851
668643542311546881,508,847
668641109086707712,524,1035
668636665813057536,475,1011
668633411083464705,1553,2702
668631377374486528,305,687
668627278264475648,109,307
668625577880875008,123,371
668623201287675904,727,1378
668620235289837568,38,192
668614819948453888,307,598
668587383441514497,1031,1614
668567822092664832,50,235
668544745690562560,215,496
668542336805281792,204,437
668537837512433665,67,244
668528771708952576,214,446
668507509523615744,101,312
668496999348633600,126,396
668484198282485761,225,411
668480044826800133,142,443
668466899341221888,492,857
668297328638447616,286,605
668291999406125056,29,234
668286279830867968,131,485
668274247790391296,224,797
668268907921326080,227,538
668256321989451776,578,1249
668248472370458624,461,939
668237644992782336,2724,5981
668226093875376128,97,289
668221241640230912,187,499
668204964695683073,187,537
668190681446379520,190,626
668171859951755264,186,465
668154635664932864,296,479
668142349051129856,269,556
668113020489474048,225,647
667937095915278337,762,1211
667924896115245057,107,283
667915453470232577,54,199
667911425562669056,284,475
667902449697558528,362,826
667886921285246976,1031,1802
667885044254572545,452,793
667878741721415682,113,379
667873844930215936,385,606
667866724293877760,986,2921
667861340749471744,74,235
667832474953625600,60,287
667806454573760512,469,1016
667801013445750784,92,318
667793409583771648,315,675
667782464991965184,235,400
667773195014021121,52,225
667766675769573376,204,422
667728196545200128,143,364
667724302356258817,306,462
667550904950915073,33,0
667550882905632768,32,0
667549055577362432,2164,5562
667546741521195010,115,329
667544320556335104,500,831
667538891197542400,62,197
667534815156183040,497,789
667530908589760512,227,447
667524857454854144,1068,1633
667517642048163840,182,355
667509364010450944,2028,6532
667502640335572993,212,519
667495797102141441,253,501
667491009379606528,213,513
667470559035432960,90,246
